Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Category,Item_Outlet_Sales
14.0,Low Fat,0.041524728999999996,Starchy Foods,181.7634,2,Tier 2,Supermarket Type1,FD,130.91266
15.1,Non-Edible,0.055926872,Household,141.4496,1,Tier 1,Supermarket Type1,NC,578.3331
14.5,Regular,0.097597084,Snack Foods,158.5262,1,Tier 3,Supermarket Type2,FD,-23.91515
13.6,Low Fat,0.177107232,Dairy,157.5288,1,Tier 3,Supermarket Type3,FD,-2.6137035
20.25,Regular,0.0,Canned,186.4924,1,Tier 1,Supermarket Type1,FD,606.21136
9.0,Non-Edible,0.019506654,Household,169.5474,0,Tier 1,Supermarket Type1,NC,578.3331
11.8,Non-Edible,0.022936556,Health and Hygiene,177.6686,1,Tier 3,Supermarket Type2,NC,627.32446
20.25,Non-Edible,0.02610006,Household,182.8976,2,Tier 2,Supermarket Type1,NC,589.739
7.51,Low Fat,0.10397443099999999,Snack Foods,112.1544,1,Tier 1,Supermarket Type1,FD,-64.890816
15.7,Regular,0.086360962,Snack Foods,153.7972,1,Tier 3,Supermarket Type3,FD,-22.342669
17.85,Low Fat,0.011298801,Snack Foods,213.25599999999997,2,Tier 2,Supermarket Type1,FD,-37.608574
9.1,Non-Edible,0.055541152999999996,Household,115.6518,2,Tier 2,Supermarket Type1,NC,589.739
6.59,Non-Edible,0.088720803,Health and Hygiene,144.4102,1,Tier 3,Supermarket Type3,NC,626.4032
5.88,Non-Edible,0.024866608999999998,Household,148.3392,2,Tier 3,Supermarket Type1,NC,589.739
15.0,Low Fat,0.064129493,Hard Drinks,45.906000000000006,0,Tier 2,Supermarket Type1,DR,-65.74574
16.1,Low Fat,0.10021391699999999,Fruits and Vegetables,79.0328,0,Tier 2,Supermarket Type1,FD,-82.86618
21.25,Low Fat,0.15562125400000001,Snack Foods,178.237,1,Tier 1,Supermarket Type1,FD,-64.890816
21.1,Regular,0.161832494,Fruits and Vegetables,65.7168,2,Tier 2,Supermarket Type1,FD,-63.109657
11.8,Regular,0.17028349199999998,Canned,115.1834,0,Tier 1,Supermarket Type1,FD,606.21136
15.15,Regular,0.012313256000000002,Snack Foods,132.8284,1,Tier 3,Supermarket Type2,FD,-23.91515
7.785,Low Fat,0.0,Dairy,94.81200000000001,1,Tier 3,Supermarket Type3,DR,-6.6148977
5.985,Low Fat,0.005689466,Baking Goods,186.6924,1,Tier 3,Supermarket Type2,FD,-9.253067
9.13,Non-Edible,0.052140695,Household,153.4024,2,Tier 2,Supermarket Type1,NC,589.739
9.0,Regular,0.050579228,Canned,151.3024,1,Tier 1,Supermarket Type1,FD,606.21136
13.224769381746881,Regular,0.04904165,Frozen Foods,245.5144,1,Tier 3,Supermarket Type3,FD,-22.342669
17.75,Low Fat,0.034806679,Dairy,250.175,1,Tier 1,Supermarket Type1,FD,-64.890816
18.2,Regular,0.09539525800000001,Breads,131.131,0,Tier 1,Grocery Store,FD,843.2617
7.325,Low Fat,0.09353057099999999,Fruits and Vegetables,90.4146,1,Tier 1,Supermarket Type1,FD,-82.86618
12.1,Regular,0.061124625999999994,Soft Drinks,56.4614,2,Tier 3,Supermarket Type1,DR,-45.134285
14.0,Regular,0.0,Snack Foods,54.864,0,Tier 1,Supermarket Type1,FD,-108.00443
12.85,Low Fat,0.121624114,Snack Foods,42.2428,2,Tier 3,Supermarket Type1,FD,-37.608574
7.535,Low Fat,0.081719458,Soft Drinks,118.444,2,Tier 3,Supermarket Type1,DR,-37.608574
16.35,Non-Edible,0.01336643,Others,105.228,0,Tier 1,Supermarket Type1,NC,578.3331
7.075,Low Fat,0.015035032,Frozen Foods,84.025,1,Tier 3,Supermarket Type3,FD,-10.174335
12.277108208955255,Low Fat,0.059557164,Fruits and Vegetables,149.2366,1,Tier 3,Supermarket Type3,FD,-28.149696
19.2,Non-Edible,0.077443049,Household,194.511,2,Tier 3,Supermarket Type1,NC,589.739
18.85,Low Fat,0.055470720999999994,Baking Goods,132.1284,2,Tier 2,Supermarket Type1,FD,-37.608574
14.5,Non-Edible,0.019514866999999998,Others,165.12099999999998,2,Tier 2,Supermarket Type1,NC,589.739
6.46,Regular,0.08228859,Fruits and Vegetables,144.4102,2,Tier 3,Grocery Store,FD,63.631226
14.15,Low Fat,0.036090136,Soft Drinks,41.1138,1,Tier 3,Supermarket Type2,DR,-13.254256
20.25,Non-Edible,0.098645981,Household,244.74599999999998,2,Tier 3,Grocery Store,NC,653.6019
15.7,Low Fat,0.03744271,Soft Drinks,181.1634,2,Tier 2,Supermarket Type1,DR,-37.608574
20.25,Non-Edible,0.147933567,Household,235.3616,0,Tier 1,Supermarket Type1,NC,578.3331
9.6,Low Fat,0.084937598,Baking Goods,105.02799999999999,0,Tier 2,Supermarket Type1,FD,-64.890816
20.5,Low Fat,0.020601136000000003,Fruits and Vegetables,91.68299999999999,0,Tier 2,Supermarket Type1,FD,-82.86618
12.35,Regular,0.15843938800000001,Meat,156.0946,0,Tier 2,Supermarket Type1,FD,-108.00443
7.475,Non-Edible,0.0,Health and Hygiene,165.7842,1,Tier 3,Supermarket Type3,NC,626.4032
15.75,Non-Edible,0.135072801,Household,99.17,0,Tier 1,Supermarket Type1,NC,578.3331
19.2,Low Fat,0.035156307000000005,Snack Foods,179.1318,2,Tier 3,Supermarket Type1,FD,-37.608574
19.1,Low Fat,0.014509563999999999,Fruits and Vegetables,157.4262,1,Tier 3,Supermarket Type3,FD,-28.149696
9.395,Regular,0.10031539099999999,Baking Goods,85.8856,2,Tier 3,Supermarket Type1,FD,-45.134285
18.2,Non-Edible,0.058420325,Household,221.4456,2,Tier 3,Supermarket Type1,NC,589.739
19.0,Non-Edible,0.027096297999999998,Household,128.6336,1,Tier 3,Supermarket Type2,NC,627.32446
4.805,Regular,0.037912667000000004,Dairy,125.8704,2,Tier 2,Supermarket Type1,FD,-45.134285
8.85,Non-Edible,0.016110572,Household,104.2964,2,Tier 2,Supermarket Type1,NC,589.739
11.65,Regular,0.076158144,Snack Foods,82.9908,1,Tier 3,Supermarket Type2,FD,-23.91515
9.395,Low Fat,0.104338095,Snack Foods,236.8932,2,Tier 2,Supermarket Type1,FD,-37.608574
9.695,Low Fat,0.129998012,Fruits and Vegetables,185.1898,0,Tier 1,Supermarket Type1,FD,-82.86618
18.7,Regular,0.0,Frozen Foods,231.201,2,Tier 2,Supermarket Type1,FD,-45.134285
20.75,Low Fat,0.024247803,Fruits and Vegetables,123.973,1,Tier 3,Supermarket Type2,FD,-27.228428
8.89,Low Fat,0.005483027,Frozen Foods,100.4016,1,Tier 1,Supermarket Type1,FD,-64.890816
12.6,Non-Edible,0.064371885,Health and Hygiene,119.8414,1,Tier 3,Supermarket Type2,NC,627.32446
12.6,Non-Edible,0.08268494900000001,Household,176.6054,2,Tier 3,Supermarket Type1,NC,589.739
13.1,Regular,0.098984923,Frozen Foods,198.2768,2,Tier 2,Supermarket Type1,FD,-45.134285
9.3,Regular,0.014016743,Snack Foods,196.8084,0,Tier 2,Supermarket Type1,FD,-108.00443
9.8,Regular,0.060880827,Meat,124.4388,1,Tier 3,Supermarket Type3,FD,-22.342669
17.7,Regular,0.068511767,Fruits and Vegetables,83.2276,2,Tier 3,Grocery Store,FD,63.631226
17.85,Low Fat,0.0,Snack Foods,127.50200000000001,2,Tier 2,Supermarket Type1,FD,-37.608574
8.935,Low Fat,0.04017515,Frozen Foods,54.1298,0,Tier 2,Supermarket Type1,FD,-64.890816
11.15,Low Fat,0.120441348,Dairy,43.7744,1,Tier 3,Supermarket Type2,FD,-1.6924334
20.7,Non-Edible,0.045440802999999995,Household,179.5976,0,Tier 1,Grocery Store,NC,626.4032
11.1,Low Fat,0.135906738,Snack Foods,217.9482,2,Tier 2,Supermarket Type1,FD,-37.608574
10.0,Low Fat,0.025973287999999997,Canned,264.3226,2,Tier 2,Supermarket Type1,FD,648.098
12.987879554655919,Regular,0.23372937,Baking Goods,52.4298,0,Tier 1,Grocery Store,FD,-22.342669
12.8,Non-Edible,0.091552173,Others,107.1938,2,Tier 2,Supermarket Type1,NC,589.739
9.895,Regular,0.028883289,Canned,116.6492,2,Tier 2,Supermarket Type1,FD,666.75195
13.35,Low Fat,0.03236252,Meat,62.0194,2,Tier 2,Supermarket Type1,FD,-37.608574
7.785,Low Fat,0.13983584400000001,Dairy,104.7306,2,Tier 2,Supermarket Type1,FD,-37.608574
15.7,Non-Edible,0.049810328,Health and Hygiene,129.2336,1,Tier 3,Supermarket Type3,NC,626.4032
16.35,Low Fat,0.068466049,Fruits and Vegetables,197.1426,2,Tier 2,Supermarket Type1,FD,-55.58394
11.5,Low Fat,0.073178424,Fruits and Vegetables,189.153,1,Tier 3,Supermarket Type2,FD,-27.228428
15.2,Low Fat,0.113535259,Soft Drinks,36.0848,2,Tier 2,Supermarket Type1,DR,-37.608574
19.35,Low Fat,0.026222599,Fruits and Vegetables,169.0474,1,Tier 1,Supermarket Type1,FD,-82.86618
19.5,Regular,0.0,Soft Drinks,233.1958,0,Tier 1,Supermarket Type1,DR,-105.35917
16.1,Regular,0.01361686,Fruits and Vegetables,107.2596,1,Tier 1,Supermarket Type1,FD,-125.97979
15.85,Low Fat,0.023770287999999997,Soft Drinks,107.728,1,Tier 3,Supermarket Type3,DR,-14.175525
18.5,Regular,0.045720935,Dairy,145.6102,2,Tier 2,Supermarket Type1,FD,-45.134285
19.5,Low Fat,0.097145513,Starchy Foods,223.8746,1,Tier 3,Supermarket Type3,FD,114.07804
15.1,Regular,0.099858247,Fruits and Vegetables,146.4786,0,Tier 1,Supermarket Type1,FD,-125.97979
17.25,Regular,0.047339698,Snack Foods,96.5068,1,Tier 1,Supermarket Type1,FD,-108.00443
19.0,Non-Edible,0.129596025,Household,190.5872,2,Tier 2,Supermarket Type1,NC,589.739
10.6,Regular,0.033024662999999996,Breakfast,49.3008,2,Tier 3,Supermarket Type1,FD,11.328682
11.395,Low Fat,0.19596346399999998,Frozen Foods,105.1622,0,Tier 1,Grocery Store,FD,-10.174335
15.2,Low Fat,0.11287532199999999,Soft Drinks,37.2848,0,Tier 2,Supermarket Type1,DR,-62.24555
5.845,Regular,0.10493060900000001,Frozen Foods,212.3218,2,Tier 3,Supermarket Type1,FD,-45.134285
6.57,Non-Edible,0.097275225,Household,192.68200000000002,1,Tier 3,Supermarket Type2,NC,627.32446
21.1,Non-Edible,0.010623793999999999,Household,235.4958,2,Tier 2,Supermarket Type1,NC,589.739
4.88,Regular,0.134248297,Baking Goods,54.9298,2,Tier 2,Supermarket Type1,FD,-45.134285
19.35,Low Fat,0.033139916,Meat,175.4738,1,Tier 1,Supermarket Type1,FD,-64.890816
11.1,Low Fat,0.044786137000000004,Snack Foods,173.4054,2,Tier 3,Supermarket Type1,FD,-37.608574
19.35,Low Fat,0.197679823,Snack Foods,224.6088,2,Tier 3,Grocery Store,FD,29.38472
9.395,Regular,0.171042873,Fruits and Vegetables,139.9838,0,Tier 2,Supermarket Type1,FD,-125.97979
8.1,Regular,0.019764765,Canned,86.6198,0,Tier 2,Supermarket Type1,FD,606.21136
9.1,Non-Edible,0.08045572599999999,Household,47.3718,2,Tier 2,Supermarket Type1,NC,589.739
9.395,Regular,0.109540783,Soft Drinks,41.9112,1,Tier 3,Supermarket Type2,DR,-27.916348
6.59,Non-Edible,0.026291649,Household,121.7098,1,Tier 3,Supermarket Type2,NC,627.32446
15.6,Low Fat,0.173299972,Fruits and Vegetables,113.3518,1,Tier 3,Supermarket Type2,FD,-27.228428
20.85,Low Fat,0.021325759,Fruits and Vegetables,104.6306,0,Tier 2,Supermarket Type1,FD,-82.86618
17.7,Regular,0.042441097000000004,Frozen Foods,163.221,2,Tier 3,Supermarket Type1,FD,-45.134285
12.35,Regular,0.0,Meat,158.8946,0,Tier 1,Supermarket Type1,FD,-108.00443
11.0,Regular,0.057381292,Fruits and Vegetables,241.2512,2,Tier 2,Supermarket Type1,FD,-63.109657
13.142313953488392,Regular,0.017277445,Meat,150.7366,0,Tier 1,Grocery Store,FD,-22.342669
16.5,Non-Edible,0.047249645,Household,126.7336,0,Tier 1,Grocery Store,NC,626.4032
9.0,Low Fat,0.046408927999999995,Meat,153.5682,1,Tier 3,Supermarket Type3,FD,-10.174335
15.1,Regular,0.067456225,Snack Foods,257.5304,2,Tier 2,Supermarket Type1,FD,-45.134285
10.3,Low Fat,0.027315417,Fruits and Vegetables,98.7042,0,Tier 1,Supermarket Type1,FD,-82.86618
7.035,Low Fat,0.021972988,Frozen Foods,264.091,2,Tier 2,Supermarket Type1,FD,-37.608574
12.65,Low Fat,0.059270332,Baking Goods,229.101,2,Tier 3,Grocery Store,FD,29.38472
15.15,Low Fat,0.027936385,Baking Goods,151.1708,2,Tier 2,Supermarket Type1,FD,-37.608574
19.75,Low Fat,0.033958586,Snack Foods,212.0902,2,Tier 2,Supermarket Type1,FD,-37.608574
5.34,Regular,0.005973153,Snack Foods,99.0358,1,Tier 1,Supermarket Type1,FD,-108.00443
12.0,Low Fat,0.033968012,Canned,181.0976,0,Tier 2,Supermarket Type1,FD,623.1453
6.28,Low Fat,0.027861814,Soft Drinks,85.5198,2,Tier 2,Supermarket Type1,DR,-37.608574
6.635,Low Fat,0.134564284,Fruits and Vegetables,42.7086,0,Tier 1,Grocery Store,FD,-28.149696
10.0,Low Fat,0.099851786,Snack Foods,111.7544,2,Tier 2,Supermarket Type1,FD,-37.608574
15.25,Low Fat,0.280083047,Snack Foods,92.712,0,Tier 1,Grocery Store,FD,-10.174335
19.5,Non-Edible,0.026320247,Household,184.9608,2,Tier 3,Grocery Store,NC,653.6019
10.695,Regular,0.060665739,Breakfast,173.7712,0,Tier 1,Supermarket Type1,FD,-43.866318
17.0,Non-Edible,0.052290474,Health and Hygiene,122.87299999999999,1,Tier 1,Supermarket Type1,NC,578.3331
6.78,Regular,0.140447292,Baking Goods,93.31200000000001,2,Tier 2,Supermarket Type1,FD,-45.134285
12.8,Regular,0.079076331,Dairy,183.7608,0,Tier 1,Supermarket Type1,FD,-108.00443
15.7,Regular,0.030599357999999997,Snack Foods,251.4724,2,Tier 3,Supermarket Type1,FD,-45.134285
17.7,Non-Edible,0.051042366,Household,126.1678,2,Tier 2,Supermarket Type1,NC,589.739
13.42606890459367,Low Fat,0.123745045,Snack Foods,175.33700000000002,0,Tier 1,Grocery Store,FD,-10.174335
19.85,Low Fat,0.04592756,Fruits and Vegetables,127.902,2,Tier 2,Supermarket Type1,FD,-55.58394
16.25,Regular,0.048975573,Fruits and Vegetables,151.0682,0,Tier 1,Supermarket Type1,FD,-125.97979
9.395,Regular,0.13177444,Frozen Foods,87.7198,1,Tier 1,Supermarket Type1,FD,-108.00443
16.85,Regular,0.0,Snack Foods,111.0544,2,Tier 2,Supermarket Type1,FD,-45.134285
10.5,Low Fat,0.068788985,Snack Foods,110.8228,1,Tier 3,Supermarket Type3,FD,-10.174335
10.1,Non-Edible,0.05630601,Household,117.1492,1,Tier 3,Supermarket Type2,NC,627.32446
12.15,Low Fat,0.025864428999999998,Starchy Foods,121.844,0,Tier 1,Supermarket Type1,FD,57.7252
10.895,Non-Edible,0.02704266,Others,49.4666,0,Tier 2,Supermarket Type1,NC,578.3331
13.65,Regular,0.124994714,Frozen Foods,100.5358,1,Tier 3,Supermarket Type3,FD,-22.342669
19.0,Regular,0.189512493,Dairy,97.7752,0,Tier 1,Grocery Store,FD,-14.782046
17.1,Non-Edible,0.038737554,Household,164.7842,0,Tier 1,Supermarket Type1,NC,578.3331
19.75,Low Fat,0.012445941,Fruits and Vegetables,187.8872,0,Tier 2,Supermarket Type1,FD,-82.86618
15.85,Low Fat,0.05740255,Snack Foods,53.0956,1,Tier 1,Supermarket Type1,FD,-64.890816
14.85,Low Fat,0.018609305,Canned,187.1214,2,Tier 2,Supermarket Type1,FD,648.098
16.25,Low Fat,0.07832726799999999,Canned,90.9804,2,Tier 2,Supermarket Type1,FD,648.098
15.1,Non-Edible,0.093464804,Household,140.8496,2,Tier 3,Grocery Store,NC,653.6019
16.35,Non-Edible,0.090702992,Household,195.111,1,Tier 1,Supermarket Type1,NC,578.3331
13.15,Non-Edible,0.024751687999999997,Household,178.2686,1,Tier 3,Supermarket Type2,NC,627.32446
7.71,Regular,0.0667322,Snack Foods,56.2956,2,Tier 2,Supermarket Type1,FD,-45.134285
14.85,Low Fat,0.018647294,Canned,187.5214,1,Tier 3,Supermarket Type2,FD,678.7831
8.775,Low Fat,0.021603382999999997,Fruits and Vegetables,112.2228,0,Tier 1,Supermarket Type1,FD,-82.86618
18.1,Non-Edible,0.06579990599999999,Health and Hygiene,101.1042,0,Tier 1,Grocery Store,NC,626.4032
8.1,Low Fat,0.0,Fruits and Vegetables,213.2902,1,Tier 1,Supermarket Type1,FD,-82.86618
8.775,Low Fat,0.10989048900000001,Dairy,45.0428,0,Tier 2,Supermarket Type1,DR,-62.24555
6.655,Regular,0.017093788999999998,Snack Foods,224.0404,0,Tier 1,Grocery Store,FD,-22.342669
19.0,Low Fat,0.16898615,Canned,184.2266,1,Tier 3,Supermarket Type3,FD,677.8618
15.5,Regular,0.026302004,Fruits and Vegetables,102.7332,0,Tier 1,Supermarket Type1,FD,-125.97979
13.15,Regular,0.105155137,Fruits and Vegetables,43.2796,1,Tier 3,Supermarket Type3,FD,-40.318035
7.785,Low Fat,0.08870838800000001,Fruits and Vegetables,65.051,0,Tier 1,Supermarket Type1,FD,-82.86618
6.635,Regular,0.00632491,Baking Goods,119.1098,0,Tier 2,Supermarket Type1,FD,-108.00443
17.75,Regular,0.029629236,Fruits and Vegetables,140.1838,2,Tier 3,Supermarket Type1,FD,-63.109657
12.15,Non-Edible,0.064924087,Others,251.204,1,Tier 3,Supermarket Type2,NC,627.32446
10.1,Low Fat,0.167123591,Soft Drinks,243.5512,0,Tier 2,Supermarket Type1,DR,-62.24555
13.35,Low Fat,0.017813048,Dairy,77.0012,1,Tier 1,Supermarket Type1,DR,-62.24555
18.85,Non-Edible,0.04045348,Household,247.0144,2,Tier 2,Supermarket Type1,NC,589.739
21.1,Regular,0.161370557,Fruits and Vegetables,64.0168,2,Tier 3,Supermarket Type1,FD,-63.109657
6.305,Regular,0.12361728599999999,Snack Foods,93.5436,1,Tier 3,Supermarket Type2,FD,-23.91515
6.63,Regular,0.10402158199999999,Baking Goods,164.85,0,Tier 1,Supermarket Type1,FD,-108.00443
12.1,Low Fat,0.067549872,Fruits and Vegetables,178.3002,2,Tier 3,Grocery Store,FD,11.409352
7.26,Low Fat,0.01441152,Meat,118.415,2,Tier 3,Supermarket Type1,FD,-37.608574
9.5,Regular,0.010961523999999999,Snack Foods,184.4608,1,Tier 3,Supermarket Type2,FD,-23.91515
15.35,Low Fat,0.08729490599999999,Snack Foods,219.1798,1,Tier 3,Supermarket Type3,FD,-10.174335
16.75,Regular,0.014338638999999999,Meat,75.7038,2,Tier 3,Grocery Store,FD,81.60658
7.365,Low Fat,0.159834724,Snack Foods,92.512,2,Tier 3,Supermarket Type1,FD,-37.608574
15.7,Regular,0.008753653,Meat,205.69799999999998,2,Tier 2,Supermarket Type1,FD,-45.134285
17.2,Regular,0.012061003,Canned,166.4184,1,Tier 3,Supermarket Type2,FD,690.30066
6.195,Regular,0.109596256,Baking Goods,118.8098,2,Tier 2,Supermarket Type1,FD,-45.134285
21.2,Low Fat,0.0,Snack Foods,176.137,1,Tier 1,Supermarket Type1,FD,-64.890816
6.785,Regular,0.042047755,Meat,44.6112,1,Tier 1,Supermarket Type1,FD,-108.00443
13.6,Regular,0.049791265,Frozen Foods,108.7912,1,Tier 3,Supermarket Type2,FD,-23.91515
8.85,Low Fat,0.054086342999999995,Fruits and Vegetables,182.2292,1,Tier 3,Supermarket Type2,FD,-27.228428
15.6,Regular,0.035476594,Snack Foods,112.4518,2,Tier 3,Supermarket Type1,FD,-45.134285
16.75,Low Fat,0.060534179,Dairy,169.4106,0,Tier 2,Supermarket Type1,FD,-64.890816
14.15,Low Fat,0.034874689,Snack Foods,242.2828,0,Tier 1,Supermarket Type1,FD,-64.890816
18.85,Non-Edible,0.066403009,Others,186.6924,1,Tier 3,Supermarket Type3,NC,626.4032
6.575,Regular,0.075815345,Breads,144.6444,1,Tier 3,Supermarket Type2,FD,841.6892
5.98,Low Fat,0.072915282,Fruits and Vegetables,145.1418,2,Tier 3,Grocery Store,FD,11.409352
5.63,Regular,0.041077066,Meat,106.5306,2,Tier 3,Grocery Store,FD,81.60658
20.7,Low Fat,0.169808455,Canned,183.4266,0,Tier 1,Supermarket Type1,FD,623.1453
11.0,Low Fat,0.106435421,Breads,125.7046,2,Tier 2,Supermarket Type1,FD,829.8961
6.03,Low Fat,0.022749737000000003,Dairy,175.7028,2,Tier 2,Supermarket Type1,DR,-37.608574
18.6,Low Fat,0.152029528,Breakfast,99.3358,0,Tier 2,Supermarket Type1,FD,-17.394842
13.42606890459367,Regular,0.01214561,Fruits and Vegetables,59.7904,1,Tier 3,Supermarket Type3,FD,-40.318035
10.3,Regular,0.011124196999999999,Snack Foods,87.454,0,Tier 2,Supermarket Type1,FD,-108.00443
20.25,Regular,0.018834342,Fruits and Vegetables,222.3772,1,Tier 1,Supermarket Type1,FD,-125.97979
16.7,Regular,0.0,Baking Goods,99.6384,1,Tier 1,Supermarket Type1,FD,-108.00443
7.315,Low Fat,0.015289106,Snack Foods,151.134,2,Tier 3,Supermarket Type1,FD,-37.608574
10.1,Non-Edible,0.056394770999999996,Household,115.9492,2,Tier 2,Supermarket Type1,NC,589.739
9.42,Regular,0.0,Frozen Foods,61.3194,1,Tier 1,Supermarket Type1,FD,-108.00443
6.135,Regular,0.07965051299999999,Baking Goods,150.1366,1,Tier 3,Supermarket Type2,FD,-23.91515
17.25,Non-Edible,0.030359318,Others,181.166,1,Tier 3,Supermarket Type3,NC,626.4032
5.765,Non-Edible,0.04316119,Household,176.4686,0,Tier 1,Grocery Store,NC,626.4032
20.5,Low Fat,0.020721583000000002,Fruits and Vegetables,91.18299999999999,2,Tier 2,Supermarket Type1,FD,-55.58394
13.85,Non-Edible,0.031515822,Others,37.948,2,Tier 2,Supermarket Type1,NC,589.739
12.6,Regular,0.07385892299999999,Dairy,253.2356,2,Tier 3,Supermarket Type1,FD,-45.134285
20.85,Regular,0.056785107,Breads,102.2648,2,Tier 2,Supermarket Type1,FD,822.2957
15.7,Low Fat,0.0,Baking Goods,250.6724,1,Tier 1,Supermarket Type1,FD,-64.890816
19.7,Low Fat,0.041908424,Frozen Foods,109.5912,1,Tier 3,Supermarket Type2,FD,-9.253067
12.15,Regular,0.058377105,Fruits and Vegetables,160.6552,2,Tier 3,Supermarket Type1,FD,-63.109657
15.85,Regular,0.18416933100000002,Frozen Foods,38.6506,2,Tier 3,Grocery Store,FD,81.60658
12.35,Regular,0.279663801,Frozen Foods,35.6558,0,Tier 1,Grocery Store,FD,-22.342669
14.0,Regular,0.042042857,Snack Foods,53.864,2,Tier 2,Supermarket Type1,FD,-45.134285
15.5,Regular,0.10076583900000001,Fruits and Vegetables,196.0768,0,Tier 1,Supermarket Type1,FD,-125.97979
11.3,Low Fat,0.007291206999999999,Meat,196.8426,1,Tier 1,Supermarket Type1,FD,-64.890816
6.135,Regular,0.182980378,Canned,80.49600000000001,0,Tier 1,Grocery Store,FD,691.87317
5.695,Regular,0.0,Breads,256.4988,2,Tier 3,Grocery Store,FD,933.2136
16.0,Low Fat,0.057175809,Dairy,223.5404,2,Tier 2,Supermarket Type1,FD,-37.608574
8.6,Non-Edible,0.06969924,Household,92.6146,1,Tier 3,Supermarket Type2,NC,627.32446
18.25,Regular,0.120667057,Snack Foods,94.6752,1,Tier 3,Supermarket Type3,FD,-22.342669
7.475,Low Fat,0.148751515,Fruits and Vegetables,241.8854,1,Tier 1,Supermarket Type1,FD,-82.86618
9.5,Regular,0.133296733,Frozen Foods,229.8668,2,Tier 2,Supermarket Type1,FD,-45.134285
13.65,Regular,0.013111823,Fruits and Vegetables,113.2834,2,Tier 2,Supermarket Type1,FD,-63.109657
12.1,Low Fat,0.115052659,Baking Goods,222.6114,1,Tier 1,Supermarket Type1,FD,-64.890816
6.425,Low Fat,0.093644428,Fruits and Vegetables,174.3712,2,Tier 2,Supermarket Type1,FD,-55.58394
7.39,Non-Edible,0.092971061,Household,252.4066,2,Tier 2,Supermarket Type1,NC,589.739
6.775,Non-Edible,0.105245865,Household,81.925,0,Tier 1,Supermarket Type1,NC,578.3331
6.965,Non-Edible,0.028664877999999998,Household,159.0604,1,Tier 3,Supermarket Type2,NC,627.32446
17.5,Low Fat,0.026142113999999998,Snack Foods,256.3356,0,Tier 1,Supermarket Type1,FD,-64.890816
16.6,Non-Edible,0.027635128999999998,Household,178.8344,2,Tier 2,Supermarket Type1,NC,589.739
11.65,Regular,0.075786047,Snack Foods,85.3908,2,Tier 3,Supermarket Type1,FD,-45.134285
19.6,Regular,0.214306131,Snack Foods,166.7816,2,Tier 3,Grocery Store,FD,81.60658
15.25,Low Fat,0.05711814900000001,Fruits and Vegetables,124.8046,1,Tier 3,Supermarket Type3,FD,-28.149696
16.6,Low Fat,0.10296706800000001,Fruits and Vegetables,118.8466,0,Tier 2,Supermarket Type1,FD,-82.86618
13.224769381746881,Non-Edible,0.038549965,Household,164.2842,1,Tier 3,Supermarket Type3,NC,626.4032
